sigma,epsilon,T
6.58242559,0.154350877,350.175446
131.98526,0.406161219,476.080627
37.4573364,0.246409282,396.204651
172.047852,0.45717144,501.585724
-3.76564646,0.0862972587,316.148621
-4.42557144,0.073934786,309.967407
-4.08092594,0.0375675149,291.783752
42.0519791,0.256731361,401.365662
35.293808,0.241368279,393.684143
61.3742905,0.295739144,420.869568
32.3443794,0.23428686,390.143433
45.1617851,0.263452679,404.726349
-4.29851007,0.0417683534,293.884186
105.823181,0.369193852,457.596924
1.28917682,0.12818563,337.092804
4.2027235,0.143548712,344.774353
3.97970366,0.142468497,344.234253
38.0327187,0.24772954,396.864777
-4.69197893,0.0565313064,301.265656
15.1774025,0.186277255,366.138641
6.44312096,0.153750747,349.875366
11.5091581,0.173674732,359.837372
-4.43897629,0.0735747144,309.787354
-1.80292273,0.0126025202,279.30127
-3.4155612,0.0280856173,287.042816
235.156464,0.52822566,537.112793
137.547318,0.41360271,479.801361
-4.54207563,0.0482496507,297.124817
33.1834145,0.236327261,391.163635
-3.20388746,0.0934986994,319.749359
-4.24115276,0.0405681133,293.284058
108.589615,0.373274654,459.637329
129.505508,0.40280056,474.400269
7.55171537,0.158431679,352.215851
104.854088,0.367753565,456.87677
-2.08185935,0.0148829762,280.441498
145.88739,0.424524903,485.262451
-1.89256442,0.0133226644,279.661346
53.822876,0.281216234,413.608124
-2.23677325,0.0162032414,281.101624
99.7500992,0.360072017,453.036011
9.44873428,0.165993199,355.996613
2.65355921,0.13574715,340.873566
184.268539,0.47169435,508.847168
206.635056,0.497259438,521.6297
7.49363756,0.158191636,352.095825
236.292969,0.529425859,537.712952
132.519257,0.406881362,476.440674
-3.92769456,0.0350470096,290.523499
148.495514,0.427885592,486.94278
90.778183,0.346149236,446.074615
46.8085136,0.266933382,406.466705
143.851974,0.421884388,483.9422
59.9066582,0.292978585,419.489288
126.085052,0.398119628,472.059814
149.806931,0.429565907,487.782959
35.1921082,0.241128221,393.564117
161.732391,0.444568902,495.284454
52.9763184,0.279535919,412.767944
-3.67237329,0.087617524,316.808777
215.313034,0.506861389,526.430664
8.74102306,0.163232639,354.616333
1.30977297,0.128305659,337.152832
1.18671131,0.127585515,336.792755
53.2176132,0.280016005,413.007996
164.554367,0.448049605,497.024811
72.6168747,0.316023201,431.011597
9.63621044,0.166713342,356.356659
-4.26455641,0.0410482101,293.524109
46.6941528,0.266693324,406.34668
-0.229027361,0.118703738,332.351868
-4.01008511,0.0363672748,291.183624
38.9820557,0.249889985,397.944977
-3.13235402,0.0248449687,285.422485
219.59787,0.51154232,528.771179
128.888702,0.401960403,473.980194
199.483215,0.489217848,517.608948
45.8401947,0.264892966,405.446503
-3.61965442,0.0883376673,317.168823
41.0720978,0.254570901,400.285461
-3.22993207,0.0259251855,285.962585
-4.63734341,0.0663732737,306.186646
64.6166458,0.301740348,423.870178
122.445259,0.393078625,469.539307
-4.68381739,0.0555711128,300.785553
135.5625,0.410962194,478.48111
-1.04578447,0.112942591,329.471283
-3.27227998,0.0264052805,286.202637
-4.69048786,0.0622924604,304.14624
-4.69282961,0.0566513315,301.325653
173.443619,0.458851784,502.425873
30.0227528,0.228525698,387.262848
45.0491295,0.263212651,404.606323
14.6677856,0.184596926,365.298462
218.165649,0.50998199,527.991028
69.3421021,0.310262054,428.131012
56.1491661,0.285777152,415.88858
-1.44595623,0.00984196831,277.92099
186.734528,0.474574924,510.287445
1.22759449,0.127825558,336.912781
6.77884865,0.155191034,350.59552
133.143387,0.407721549,476.860779
26.2648315,0.218803763,382.401886
224.029343,0.516343296,531.171631
155.959747,0.437367469,491.683746
26.9911499,0.220724151,383.362061
212.258667,0.5035007,524.750366
173.044342,0.458371669,502.185852
100.77803,0.361632317,453.816162
93.6006317,0.35059011,448.295044
8.46882725,0.162152424,354.076202
73.5841293,0.317703545,431.851776
111.883217,0.378075629,462.037811
1.75021124,0.13082616,338.413086
-4.06101179,0.0816163197,313.808167
52.1953049,0.277975589,411.987793
24.3520622,0.213642731,379.82135
49.4125443,0.272334456,409.167236
20.9464664,0.20404081,375.020416
201.926361,0.491978407,518.989197
-3.98066664,0.035887178,290.943604
-2.14684296,0.104060814,325.030396
-4.27895069,0.0774154812,311.707733
178.063339,0.464372873,505.186432
56.9545403,0.287337482,416.668732
66.0656967,0.304380864,425.19043
132.786591,0.407241434,476.620728
44.4876099,0.262012392,404.006195
-2.34641552,0.0171634331,281.581726
14.5233355,0.184116825,365.058411
-3.90882802,0.0841368288,315.06842
-0.578596652,0.00372074405,274.860382
15.0311565,0.185797155,365.89859
195.684387,0.484896988,515.448486
-4.24476719,0.0781356245,312.06781
79.7167282,0.328145623,437.072815
107.609741,0.371834368,458.917175
182.734329,0.469893992,507.946991
4.99176836,0.147269458,346.634735
143.298965,0.421164244,483.582123
-2.55065203,0.100340068,323.170044
97.6295776,0.356831372,451.41568
94.7553787,0.352390468,449.195251
-4.64376259,0.0660132021,306.006592
-1.31575584,0.110902183,328.45108
93.9848785,0.351190239,448.595123
-3.56992626,0.0300060008,288.002991
222.030579,0.514182866,530.091431
168.57933,0.452970594,499.485291
-4.65744066,0.0651730374,305.586517
-2.87453461,0.0970994234,321.549713
76.80056,0.323224634,434.612335
207.388367,0.498099625,522.049805
-3.63737178,0.088097617,317.048798
-2.88042426,0.0222044401,284.102234
-0.748914182,0.115103021,330.551514
-4.29554796,0.0770554096,311.52771
-3.88577986,0.0844969004,315.248444
66.9949188,0.306061208,426.030609
216.847092,0.508541703,527.270874
-1.52536011,0.0104420884,278.221039
82.6063538,0.332946599,439.473297
-1.87772393,0.0132026402,279.601318
93.1404343,0.349869967,447.934998
49.9404449,0.273414671,409.707336
145.238434,0.423684746,484.842377
65.2077866,0.302820563,424.410278
10.9161549,0.171514302,358.757141
23.0086899,0.209921986,377.960999
154.530533,0.435567111,490.783569
2.79056001,0.136467293,341.233643
196.315384,0.485617131,515.808533
37.9802589,0.247609526,396.804749
-4.37735176,0.0435687155,294.784363
102.767464,0.364632934,455.316467
112.713181,0.379275858,462.637939
215.422455,0.506981373,526.490723
-1.88253474,0.106341265,326.170624
161.538528,0.444328874,495.164429
-0.487910509,0.00312062423,274.560303
134.037186,0.408921778,477.460907
46.3517799,0.265973181,405.986603
162.411652,0.445409089,495.704529
32.1972237,0.233926788,389.963379
116.227592,0.384316862,465.158417
152.255417,0.432686538,489.343262
74.6265106,0.319503903,432.751953
80.0037079,0.328625739,437.312866
-4.46907711,0.0459691957,295.984589
-4.70079374,0.0583316647,302.165833
-0.579100251,0.116303258,331.151642
87.6938477,0.341228247,443.614136
-4.46485376,0.0458491705,295.924591
-2.29402947,0.102740549,324.37027
126.521393,0.398719758,472.359863
3.04490447,0.137787551,341.893768
-4.70195389,0.0590518117,302.525909
19.923317,0.201040208,373.520111
-0.861997664,0.0056411284,275.820557
0.924321711,0.1260252,336.012604
148.028336,0.427285463,486.642731
-4.52050924,0.0475295074,296.76474
13.9862261,0.182316467,364.158234
68.2648392,0.308341682,427.170837
228.049393,0.520664155,533.332092
-1.62039149,0.108501703,327.250854
-4.63287783,0.066613324,306.306671
25.5464153,0.216883376,381.441681
159.605408,0.441928387,493.964203
-4.59856224,0.0504100807,298.205048
184.473511,0.471934378,508.967194
44.9365883,0.262972593,404.486298
128.009735,0.400760144,473.380066
30.4527111,0.229605928,387.802948
158.738739,0.440848172,493.424072
200.331589,0.490178049,518.088989
20.2078171,0.201880381,373.940186
-0.948085487,0.113662735,329.83136
188.07605,0.476135224,511.067627
52.0755844,0.277735561,411.867767
-4.60407925,0.050650131,298.325073
82.097496,0.332106411,439.053223
125.475266,0.397279441,471.63974
51.4191895,0.276415288,411.207642
23.654974,0.211722344,378.861176
-1.18997145,0.111862369,328.931183
35.7018242,0.242328465,394.164246
70.2226562,0.311822355,428.911194
44.3756599,0.261772364,403.886169
-0.264660478,0.118463695,332.231842
104.129768,0.366673321,456.33667
56.3964577,0.286257237,416.128632
105.904114,0.369313866,457.656921
-2.90411448,0.0224444885,284.22226
7.84408998,0.159631923,352.815948
0.0242918842,0.120384075,333.192047
-2.94297934,0.0963792726,321.189636
31.3685112,0.231886372,388.943176
15.3241615,0.186757356,366.378662
138.635132,0.415042996,480.521515
11.9776659,0.175355077,360.677521
51.8364906,0.277255446,411.627716
52.1354294,0.277855575,411.927795
18.7611313,0.197559506,371.779755
-2.78127694,0.0980596095,322.029816
58.8315773,0.290938199,418.469086
0.493534148,0.123384677,334.692352
22.6242867,0.208841771,377.420898
96.8491516,0.355631113,450.815552
-4.65476465,0.0532906577,299.645325
-3.3266027,0.0920584127,319.029205
122.100983,0.39259851,469.299255
126.346779,0.3984797,472.239838
157.107147,0.438807756,492.40387
9.88801384,0.167673528,356.836761
52.7956505,0.279175848,412.587921
21.7371845,0.206321269,376.160645
49.3540344,0.272214442,409.107208
8.1397686,0.160832167,353.416077
-1.41391385,0.00960192084,277.800964
140.182449,0.417083412,481.541718
81.8798294,0.33174634,438.873169
43.4288445,0.259731948,402.865967
165.434357,0.44912982,497.564911
165.826111,0.449609935,497.804962
43.762043,0.260452092,403.226044
54.370079,0.282296449,414.148224
49.8816719,0.273294657,409.647339
-0.0305631459,0.120024003,333.011993
62.2104836,0.297299474,421.649719
3.27968907,0.138987795,342.493896
179.378204,0.465933174,505.966583
63.8972511,0.300420076,423.210052
52.615242,0.278815776,412.407867
104.531898,0.36727345,456.636719
144.405884,0.422604531,484.302246
70.5625992,0.312422484,429.211243
6.13957977,0.15243049,349.21524
40.7476082,0.253850758,399.925385
2.24990702,0.13358672,339.793365
-4.54896021,0.0484896973,297.244843
180.798813,0.467613518,506.806763
118.681053,0.387797564,466.898773
13.950676,0.182196438,364.098206
1.87882423,0.131546304,338.773163
-4.6637311,0.0538907796,299.945404
-4.52353334,0.0710542127,308.5271
68.063652,0.30798161,426.990784
75.2549438,0.320584118,433.292053
109.902008,0.375195026,460.597534
16.0282574,0.189037815,367.51889
34.2319527,0.238847762,392.423889
-0.732089698,0.115223043,330.611511
217.945648,0.509741962,527.870972
103.888802,0.366313249,456.156616
212.149918,0.503380656,524.690308
-1.63525426,0.108381674,327.190826
187.559601,0.475535095,510.767548
-4.20926762,0.0788557678,312.427887
121.242119,0.391398281,468.699127
16.9341125,0.191918388,368.959198
69.6125412,0.31074214,428.371063
2.58551788,0.135387078,340.693542
-2.72183204,0.0986597314,322.329865
86.7254105,0.339667946,442.833954
-1.40862143,0.110182039,328.091003
242.124771,0.535547137,540.77356
202.992493,0.493178636,519.589294
28.0027142,0.223364666,384.682343
57.4525604,0.288297653,417.148834
-3.72299886,0.0320464075,289.023193
43.7064362,0.260332078,403.166046
95.5285721,0.353590727,449.795349
64.0277939,0.300660133,423.330078
22.837532,0.209441885,377.720947
84.5081253,0.3360672,441.0336
152.917511,0.433526695,489.763367
3.32705259,0.139227852,342.613922
-4.57703543,0.0691338256,307.566925
155.38739,0.436647326,491.323669
-4.66865778,0.0542508513,300.125427
63.9625092,0.300540119,423.27005
-2.57553315,0.100100018,323.050018
3.90597081,0.142108425,344.054199
42.4905663,0.257691532,401.845764
28.8414192,0.225525111,385.762543
182.938583,0.47013402,508.067017
-3.57924223,0.0301260259,288.063019
-4.25630808,0.0778955817,311.947784
76.1666489,0.322144419,434.072205
204.810364,0.495219052,520.609497
152.728226,0.433286667,489.643341
112.048996,0.378315657,462.157837
219.266998,0.511182249,528.591125
143.759735,0.421764344,483.882172
2.42794561,0.134546906,340.273468
34.837101,0.240288064,393.144043
131.18602,0.405081004,475.540497
-0.139336899,0.11930386,332.651917
76.9417419,0.323464692,434.732361
169.666214,0.454290867,500.145416
78.7870712,0.326585323,436.292664
-2.42411494,0.101540305,323.770142
185.499802,0.473134637,509.567322
-2.68573785,0.0990198031,322.509888
25.9495506,0.217963591,381.981812
2.54032707,0.135147035,340.573517
41.2890205,0.255051017,400.525513
15.1407928,0.186157227,366.078613
20.2485847,0.202000394,374.000214
7.87350941,0.159751952,352.875977
77.2951584,0.324064821,435.03241
-4.70022583,0.0604920983,303.246063
188.179413,0.476255238,511.127625
148.121719,0.427405477,486.702728
26.6270027,0.21976395,382.881989
-2.43692851,0.101420283,323.710144
164.456711,0.447929591,496.964783
226.706039,0.519223869,532.611938
183.858887,0.471214235,508.607117
-1.01686859,0.00672134431,276.360687
-4.67022467,0.0543708727,300.185425
-2.2410028,0.103220642,324.610321
98.9624481,0.358871788,452.435883
54.4310226,0.282416493,414.208252
189.110748,0.477335453,511.667725
163.092133,0.446249247,496.124634
-1.78194642,0.107181437,326.590729
117.663177,0.386357278,466.17865
182.224136,0.469293863,507.646942
164.066345,0.447449476,496.724731
-2.93935418,0.0228045601,284.402283
0.397956669,0.122784555,334.392273
88.2172165,0.342068404,444.03421
-2.62214446,0.0196839366,282.84198
-4.65924597,0.0650530085,305.52652
0.322116643,0.122304462,334.152222
-4.70185471,0.0589317866,302.465881
217.176422,0.508901775,527.450867
-3.44414568,0.0906181261,318.309052
54.9196205,0.283376664,414.688324
-4.68423891,0.0630125999,304.506287
0.648253381,0.12434487,335.172424
170.954514,0.455851167,500.925598
66.5960083,0.305341065,425.670532
19.3589478,0.199359879,372.679932
-4.69016457,0.0562912598,301.14563
-0.0959611088,0.000600120053,273.300049
94.4468536,0.351910383,448.9552
176.048447,0.461972386,503.986206
185.294342,0.472894579,509.447296
196.10495,0.485377073,515.688538
154.055374,0.434966981,490.48349
165.728134,0.449489892,497.744934
0.341024786,0.122424483,334.21225
2.03042793,0.132386476,339.193237
207.603821,0.498339683,522.169861
55.3486519,0.284216851,415.108429
170.161224,0.454890966,500.445496
58.5169487,0.290338069,418.169037
19.158886,0.19875975,372.379883
-4.62826395,0.0668533742,306.426697
10.3016624,0.169233844,357.616913
4.25265408,0.143788755,344.894379
43.2626457,0.259371877,402.685944
244.658783,0.538187623,542.093811
16.6301212,0.190958187,368.479095
169.27063,0.453810751,499.905396
177.962357,0.464252859,505.126434
157.490402,0.439287871,492.643921
-3.50362158,0.0291658323,287.582916
209.871689,0.500860155,523.430115
47.8430252,0.269093812,407.546906
104.69294,0.367513508,456.756744
-3.31657386,0.0921784341,319.089203
54.9808235,0.283496708,414.748352
2.38323164,0.134306863,340.153442
42.2162285,0.257091433,401.545715
-0.396211773,0.00252050417,274.260254
19.7210464,0.200440094,373.220032
-0.440740794,0.117263451,331.631714
206.420029,0.49701941,521.509705
-3.96869254,0.0831766352,314.588318
223.251144,0.515503109,530.751526
-1.76743567,0.107301459,326.650726
138.000137,0.414202839,480.10141
-1.21828663,0.00816163234,277.080811
-4.61207056,0.0510102026,298.505096
53.0365982,0.279655933,412.827972
-3.41524529,0.0909781978,318.489105
147.375336,0.426445276,486.222656
120.300354,0.390078008,468.039001
194.529785,0.483576715,514.78833
0.228094593,0.12170434,333.852173
51.1219864,0.275815159,410.907593
140.913116,0.418043613,482.02179
141.187546,0.418403685,482.201843
72.1352997,0.315183043,430.591522
69.6802139,0.310862184,428.431091
46.5228348,0.266333252,406.166626
107.772789,0.372074425,459.037201
12.5893736,0.177515507,361.757751
133.858231,0.40868175,477.340881
-2.7473073,0.0208841767,283.442078
32.3934937,0.234406888,390.20343
-4.64062452,0.0524504893,299.22525
-0.303499579,0.00192038412,273.960205
57.8898354,0.28913784,417.568909
-4.48151779,0.0463292673,296.164642
205.23909,0.495699137,520.849548
74.1392899,0.318663746,432.331879
138.816788,0.415283054,480.641541
174.944397,0.460652143,503.32608
8.89339447,0.163832769,354.916382
-4.45629263,0.0456091203,295.804565
21.8210754,0.206561312,376.28067
6.33227634,0.153270647,349.635315
216.51799,0.508181632,527.09082
19.0392265,0.198399678,372.199829
151.500244,0.431726336,488.863159
4.75936413,0.146189243,346.094604
85.0232925,0.336907387,441.453705
4.73370934,0.146069214,346.034607
192.124924,0.480816156,513.408081
55.1033173,0.283736736,414.868378
48.1899681,0.269813955,407.906982
174.34343,0.459931999,502.966003
130.742889,0.404480904,475.240448
48.4798889,0.270414084,408.207031
212.693878,0.503980815,524.990417
2.67630768,0.135867178,340.933594
-3.06553435,0.0241248254,285.062408
-0.931679964,0.113782756,329.891388
243.044952,0.536507308,541.253662
191.083282,0.479615927,512.807983
168.382034,0.452730536,499.365265
54.8584442,0.28325665,414.628326
200.119354,0.489937991,517.968994
-4.6994133,0.0607321449,303.366058
239.487381,0.532786548,539.39325
194.424957,0.483456701,514.728333
1.58064353,0.129865974,337.932983
-4.49361563,0.046689339,296.344666
81.5175934,0.33114624,438.57312
203.847107,0.494138837,520.069397
-4.56870079,0.0492098406,297.604919
60.7982063,0.294658929,420.329468
61.6953354,0.296339273,421.169647
130.47731,0.404120833,475.060425
173.743347,0.459211856,502.605927
121.413681,0.391638339,468.819153
-3.43454814,0.0907381475,318.36908
219.046539,0.510942161,528.471069
119.787979,0.389357865,467.678925
-1.83296311,0.0128425686,279.421295
-1.61932206,0.0111622326,278.581116
19.5597973,0.199959993,372.980011
5.01775885,0.147389472,346.694733
152.444473,0.432926595,489.463287
208.142853,0.498939782,522.46991
178.770844,0.465213031,505.606506
12.968359,0.178835765,362.417877
90.3239746,0.345429093,445.714539
222.474091,0.514662921,530.331482
20.4119759,0.202480495,374.240234
199.907211,0.489697933,517.848999
3.06823039,0.13790758,341.953796
-4.37849855,0.0751350299,310.567505
146.165894,0.424884975,485.442474
90.6266708,0.345909178,445.95459
-4.62106514,0.0672134459,306.60672
87.7685318,0.341348261,443.674133
-3.31400061,0.0268853772,286.442688
110.231163,0.375675142,460.837555
102.687569,0.364512891,455.256439
4.32780266,0.144148827,345.074402
234.815964,0.527865589,536.9328
45.3874512,0.263932794,404.9664
6.35993719,0.153390676,349.695343
0.0979171097,0.120864175,333.432098
6.9201479,0.155791163,350.895569
71.2445602,0.313622713,429.811371
103.969093,0.366433293,456.216644
67.595192,0.307141423,426.570709
-4.70171738,0.0588117614,302.405884
9.82486725,0.167433485,356.716736
122.703735,0.393438697,469.71933
227.153458,0.519703925,532.85199
77.7201767,0.324784964,435.392487
31.7086811,0.232726544,389.363281
131.718628,0.405801147,475.900574
59.0837936,0.291418284,418.709137
-4.69651985,0.0572514497,301.625732
51.1813698,0.275935173,410.96759
139.271378,0.415883183,480.941589
59.5262756,0.292258441,419.129211
100.461266,0.361152232,453.576111
210.196518,0.501220226,523.610107
-4.30403471,0.0418883786,293.944183
88.4419174,0.342428476,444.214233
88.1423645,0.34194839,443.974182
93.2170639,0.34999001,447.994995
201.07515,0.491018206,518.509094
99.82901,0.360192031,453.096008
74.2783585,0.318903774,432.451904
14.200201,0.18303661,364.518311
137.637833,0.413722754,479.861359
11.7760973,0.174634933,360.317474
53.5198822,0.280616134,413.308075
220.370682,0.512382448,529.191223
205.882889,0.496419281,521.209656
140.273697,0.417203426,481.601715
136.733856,0.412522495,479.261261
116.311829,0.384436876,465.218445
209.979935,0.500980198,523.490112
13.6674347,0.181236252,363.618134
72.4791412,0.315783143,430.891571
149.150604,0.428725749,487.362885
201.287811,0.491258264,518.62915
28.6541805,0.22504501,385.522491
50.2347374,0.274014801,410.007416
35.9578094,0.242928579,394.464294
76.6595001,0.322984606,434.49231
-1.25314403,0.111382276,328.691132
131.896362,0.406041205,476.020599
57.3902092,0.288177639,417.088806
33.7309875,0.237647533,391.823761
71.1079483,0.313382685,429.691345
138.907654,0.415403068,480.701538
168.480667,0.45285058,499.425293
-4.01916647,0.0823364705,314.168243
-2.11962175,0.104300857,325.150421
18.8404293,0.197799563,371.89978
39.8340302,0.251810372,398.905182
-4.60944462,0.0508901775,298.445099
23.958971,0.212562516,379.28125
16.7438793,0.191318259,368.659119
9.76185036,0.167193443,356.59671
-2.05317569,0.0146429287,280.321472
11.2442999,0.172714546,359.357269
141.279068,0.418523699,482.261841
143.114838,0.420924187,483.462097
-3.03223848,0.0954190865,320.709534
44.8803635,0.262852579,404.4263
41.9972916,0.256611317,401.305664
154.815933,0.435927182,490.963593
10.0147018,0.168153629,357.076813
121.58535,0.391878366,468.939178
241.091309,0.534466922,540.233459
-3.65236688,0.0310862176,288.543121
192.855499,0.481656343,513.828186
66.3306274,0.304860979,425.430481
-1.31682336,0.00888177659,277.440887
140.638931,0.417683542,481.841766
47.324585,0.268013597,407.006805
-3.24536657,0.0930186063,319.509308
148.682556,0.42812562,487.062805
-3.74064231,0.0866573304,316.328674
146.816605,0.425725132,485.862579
-4.43871212,0.0451290272,295.564514
11.910347,0.175115019,360.557526
231.760742,0.524624944,535.312439
2.83649874,0.136707336,341.353668
102.368248,0.364032805,455.016418
79.8601608,0.328385681,437.192841
33.2826996,0.236567318,391.283661
-4.70140123,0.0600120015,303.006012
39.5136452,0.251090229,398.545105
123.480553,0.394518912,470.25946
221.034012,0.513102591,529.551331
37.2490044,0.245929182,395.9646
81.9523544,0.331866384,438.933197
157.970032,0.439887971,492.944
27.4031715,0.221804366,383.902191
-4.68496943,0.0556911379,300.845581
-3.64617634,0.0879775956,316.9888
2.09591341,0.132746547,339.37326
216.62767,0.508301675,527.150818
-0.37072587,0.117743552,331.871765
163.38414,0.446609318,496.304657
-4.70188951,0.0596519299,302.825958
112.297874,0.378675729,462.33786
-4.07401562,0.0374474898,291.723755
-3.83246803,0.033606723,289.803375
237.545776,0.530746162,538.373047
48.1320724,0.269693941,407.846954
46.6370201,0.26657331,406.286652
6.05749559,0.152070418,349.035217
212.041199,0.503260672,524.63031
203.419617,0.493658721,519.829346
160.474091,0.443008602,494.504303
-4.12132215,0.0805361047,313.268066
-2.56311035,0.100220047,323.110016
22.8802738,0.209561914,377.780945
-4.17867994,0.0794558898,312.727936
21.0291653,0.204280853,375.140442
0.984357297,0.126385272,336.192627
95.9937744,0.35431087,450.155426
4.2276721,0.143668741,344.834381
76.7300186,0.32310462,434.552307
-3.97601199,0.0830566138,314.52832
137.004791,0.412882566,479.441284
-4.67664719,0.0637327433,304.866364
-4.55900145,0.0488497689,297.424896
134.574692,0.409641922,477.820953
32.9852066,0.235847175,390.923584
124.172821,0.395479083,470.739563
73.7227478,0.317943603,431.971802
8.31876087,0.16155231,353.776154
202.565765,0.49269855,519.349243
23.4387684,0.21112223,378.561127
235.610794,0.528705716,537.352844
-2.74571681,0.0984196812,322.209839
95.4511261,0.353470683,449.735352
47.2671242,0.267893583,406.946777
-3.71531248,0.0870174021,316.508698
216.298691,0.507941604,526.970764
51.0033112,0.275575101,410.787567
16.7059288,0.191198245,368.599121
-0.715230346,0.115343072,330.671539
190.875244,0.479375869,512.687927
3.73510861,0.141268253,343.634125
49.0035896,0.271494299,408.747162
77.8620682,0.325024992,435.512512
136.463165,0.412162423,479.081207
151.688889,0.431966394,488.983185
55.8407021,0.285177022,415.588531
36.4720345,0.244128823,395.064423
-3.15431285,0.0250850171,285.542511
78.430748,0.325985193,435.992584
60.9899788,0.295019001,420.509491
171.550507,0.456571311,501.285645
123.999596,0.395239055,470.619537
37.5616798,0.246649325,396.324677
-1.18511951,0.00792158395,276.960785
208.898468,0.499779969,522.889954
47.6123123,0.268613726,407.306854
159.509018,0.441808373,493.904175
207.92717,0.498699754,522.349854
-4.06706667,0.0373274647,291.663727
230.070648,0.522824585,534.412292
106.390244,0.370034009,458.016998
-0.171998262,0.00108021603,273.5401
17.9751129,0.195159033,370.579529
152.633606,0.433166623,489.583313
99.5923538,0.359831959,452.915985
-1.5605886,0.108981796,327.490906
-2.64749336,0.019923985,282.962006
139.635498,0.416363269,481.181641
188.593094,0.476735353,511.367676
-0.32212314,0.00204040809,274.020203
1.6651535,0.130346075,338.173035
130.920059,0.404720932,475.360474
0.726440907,0.124824964,335.412476
55.6559677,0.284816951,415.408478
96.0713959,0.354430884,450.215454
-1.078071,0.112702541,329.351257
-2.54514813,0.0189637933,282.481903
75.1850052,0.320464104,433.232056
5.04378319,0.1475095,346.754761
1.62283003,0.130106017,338.053009
27.0368061,0.220844164,383.422089
-1.50022328,0.109461889,327.730957
89.5691223,0.344228834,445.11441
6.69446802,0.154830962,350.415497
146.258774,0.425004989,485.502502
103.247398,0.365353078,455.676544
63.2462273,0.299219847,422.609924
94.3697891,0.351790369,448.895172
178.366409,0.464732945,505.366486
31.9037342,0.233206645,389.603333
222.141418,0.51430285,530.151428
186.11673,0.47385478,509.927399
58.1403389,0.289617926,417.80896
19.6403599,0.200200036,373.100006
-1.30050111,0.0087617524,277.38089
96.9270706,0.355751157,450.87558
101.253975,0.362352461,454.176239
-2.84459305,0.0218443684,283.92218
28.3742447,0.224324867,385.162445
45.7835007,0.264772952,405.386475
215.860382,0.507461488,526.730774
47.7853012,0.268973798,407.486908
58.5798187,0.290458083,418.229034
132.875748,0.407361478,476.680725
102.448036,0.364152819,455.076416
24.395895,0.213762745,379.881378
-2.9203074,0.0966193229,321.309662
64.1584549,0.300900191,423.450104
64.2238235,0.301020205,423.510101
126.434074,0.398599714,472.299866
43.4843063,0.259851962,402.925995
95.1416397,0.352990597,449.4953
142.287491,0.419843972,482.921997
2.4055717,0.134426892,340.21344
38.2428436,0.24820964,397.104828
77.0830231,0.323704749,434.852356
83.4817963,0.334386885,440.193451
8.77143097,0.163352668,354.676331
-4.47310448,0.0726145208,309.307251
-2.1874094,0.103700742,324.850372
-2.67363524,0.0991398245,322.569916
37.4052086,0.246289253,396.144623
212.367432,0.503620744,524.810364
-4.61972046,0.0513702743,298.68515
-0.209773079,0.00132026407,273.660126
165.924103,0.449729949,497.86496
148.215134,0.427525491,486.762756
180.493988,0.467253447,506.62674
10.1100607,0.1685137,357.256866
12.5208883,0.177275449,361.637726
112.630066,0.379155844,462.577911
-0.686084569,0.0044408883,275.220459
237.08989,0.530266047,538.133057
21.4028702,0.205361068,375.680542
-3.59280753,0.0886977389,317.348877
-2.64932323,0.0993798748,322.689941
2.81351233,0.136587322,341.293671
36.1631393,0.24340868,394.704346
61.9526825,0.296819359,421.409668
39.9410629,0.2520504,399.025208
225.366028,0.517783582,531.891785
-4.5830574,0.0688937753,307.446899
-2.72259092,0.0206441283,283.322052
110.148834,0.375555098,460.777557
9.04658794,0.164432883,355.216431
34.4331856,0.239327863,392.66394
116.817802,0.385157019,465.578522
124.346146,0.395719141,470.859558
0.45519954,0.123144627,334.572327
-4.11476707,0.0806561336,313.328064
-0.560540378,0.00360072008,274.800354
-3.46323252,0.0903780758,318.189026
100.619591,0.361392289,453.696136
160.377472,0.442888588,494.444275
6.66640759,0.154710948,350.355469
94.2927551,0.351670325,448.835175
240.632584,0.533986807,539.993408
91.7656479,0.347709537,446.854767
150.370468,0.43028605,488.143036
115.975037,0.38395679,464.978394
27.0824947,0.220964193,383.482086
7.69748926,0.159031808,352.5159
95.6835251,0.353830755,449.915375
18.0531445,0.195399076,370.699554
77.0123672,0.323584706,434.792358
29.7374897,0.227805555,386.902771
36.678566,0.244608924,395.304474
-3.35647368,0.0916983411,318.849182
16.7818623,0.191438287,368.719147
0.570617676,0.12386477,334.932373
-2.13874888,0.015363073,280.681549
-3.05426025,0.0240048002,285.002411
114.380959,0.381676346,463.838165
187.662842,0.475655138,510.827576
-3.151232,0.0940988213,320.049408
102.049355,0.363552719,454.776367
-4.30100727,0.0769353881,311.467682
13.003006,0.178955793,362.477905
245.120697,0.538667738,542.333862
76.3777008,0.322504491,434.252258
107.4468,0.37159431,458.79715
-2.25431252,0.10310062,324.550323
92.2992477,0.348549724,447.274841
5.30586624,0.148709744,347.354858
130.654327,0.404360861,475.18045
48.9452858,0.271374285,408.687134
181.91832,0.468933791,507.466888
79.9319229,0.328505695,437.252838
73.0307465,0.316743344,431.371674
-4.70088863,0.0602520518,303.126038
20.0450554,0.20140028,373.700134
126.958366,0.399319857,472.659943
33.3323898,0.236687332,391.343658
95.2963333,0.353230655,449.615326
-0.405802906,0.117503501,331.75174
236.862091,0.530026019,538.013
7.26265049,0.15723145,351.615723
85.6876221,0.337987602,441.993805
